10.003765140,73.0
10.016895423,82.0
10.030025705,83.0
10.043155988,74.0
10.056286271,80.0
10.069416553,69.0
10.082546836,76.0
10.095677119,77.0
10.108807401,75.0
10.121937684,88.0
10.135067967,86.0
10.148198249,85.0
10.161328532,77.0
10.174458815,78.0
10.187589097,80.0
10.200719380,58.0
10.213849663,82.0
10.226979946,77.0
10.240110228,65.0
10.253240511,90.0
10.266370794,91.0
10.279501076,83.0
10.292631359,77.0
10.305761642,87.0
10.318891924,77.0
10.332022207,74.0
10.345152490,83.0
10.358282772,92.0
10.371413055,75.0
10.384543338,79.0
10.397673620,83.0
10.410803903,87.0
10.423934186,93.0
10.437064468,77.0
10.450194751,85.0
10.463325034,84.0
10.476455316,74.0
10.489585599,84.0
10.502715882,87.0
10.515846164,72.0
10.528976447,79.0
10.542106730,101.0
10.555237012,72.0
10.568367295,61.0
10.581497578,78.0
10.594627860,76.0
10.607758143,84.0
10.620888426,84.0
10.634018709,80.0
10.647148991,68.0
10.660279274,71.0
10.673409557,67.0
10.686539839,90.0
10.699670122,76.0
10.712800405,84.0
10.725930687,74.0
10.739060970,59.0
10.752191253,86.0
10.765321535,88.0
10.778451818,88.0
10.791582101,66.0
10.804712383,77.0
10.817842666,82.0
10.830972949,97.0
10.844103231,77.0
10.857233514,82.0
10.870363797,77.0
10.883494079,104.0
10.896624362,75.0
10.909754645,79.0
10.922884927,76.0
10.936015210,81.0
10.949145493,75.0
10.962275775,78.0
10.975406058,82.0
10.988536341,79.0
11.001666623,63.0
11.014796906,80.0
11.027927189,72.0
11.041057472,73.0
11.054187754,69.0
11.067318037,62.0
11.080448320,89.0
11.093578602,80.0
11.106708885,86.0
11.119839168,91.0
11.132969450,65.0
11.146099733,66.0
11.159230016,66.0
11.172360298,75.0
11.185490581,82.0
11.198620864,71.0
11.211751146,68.0
11.224881429,80.0
11.238011712,71.0
11.251141994,73.0
11.264272277,69.0
11.277402560,86.0
11.290532842,86.0
11.303663125,79.0
11.316793408,77.0
11.329923690,75.0
11.343053973,72.0
11.356184256,77.0
11.369314538,76.0
11.382444821,88.0
11.395575104,86.0
11.408705386,76.0
11.421835669,78.0
11.434965952,72.0
11.448096235,75.0
11.461226517,65.0
11.474356800,77.0
11.487487083,70.0
11.500617365,83.0
11.513747648,87.0
11.526877931,81.0
11.540008213,69.0
11.553138496,69.0
11.566268779,91.0
11.579399061,75.0
11.592529344,77.0
11.605659627,70.0
11.618789909,76.0
11.631920192,93.0
11.645050475,72.0
11.658180757,81.0
11.671311040,81.0
11.684441323,67.0
11.697571605,73.0
11.710701888,67.0
11.723832171,70.0
11.736962453,74.0
11.750092736,73.0
11.763223019,77.0
11.776353301,82.0
11.789483584,62.0
11.802613867,73.0
11.815744149,63.0
11.828874432,72.0
11.842004715,78.0
11.855134997,67.0
11.868265280,83.0
11.881395563,76.0
11.894525846,74.0
11.907656128,94.0
11.920786411,86.0
11.933916694,79.0
11.947046976,79.0
11.960177259,72.0
11.973307542,80.0
11.986437824,82.0
11.999568107,80.0
12.012698390,93.0
12.025828672,84.0
12.038958955,76.0
12.052089238,63.0
12.065219520,73.0
12.078349803,65.0
12.091480086,85.0
12.104610368,81.0
12.117740651,72.0
12.130870934,82.0
12.144001216,78.0
12.157131499,79.0
12.170261782,61.0
12.183392064,81.0
12.196522347,69.0
12.209652630,93.0
12.222782912,63.0
12.235913195,65.0
12.249043478,89.0
12.262173760,76.0
12.275304043,83.0
12.288434326,75.0
12.301564609,72.0
12.314694891,73.0
12.327825174,76.0
12.340955457,73.0
12.354085739,80.0
12.367216022,70.0
12.380346305,69.0
12.393476587,77.0
12.406606870,64.0
12.419737153,80.0
12.432867435,71.0
12.445997718,80.0
12.459128001,72.0
12.472258283,64.0
12.485388566,86.0
12.498518849,80.0
12.511649131,85.0
12.524779414,76.0
12.537909697,80.0
12.551039979,75.0
12.564170262,63.0
12.577300545,78.0
12.590430827,68.0
12.603561110,70.0
12.616691393,89.0
12.629821675,87.0
12.642951958,67.0
12.656082241,75.0
12.669212523,74.0
12.682342806,64.0
12.695473089,85.0
12.708603372,72.0
12.721733654,79.0
12.734863937,83.0
12.747994220,86.0
12.761124502,77.0
12.774254785,76.0
12.787385068,79.0
12.800515350,76.0
12.813645633,75.0
12.826775916,67.0
12.839906198,83.0
12.853036481,93.0
12.866166764,92.0
12.879297046,75.0
12.892427329,91.0
12.905557612,100.0
12.918687894,80.0
12.931818177,82.0
12.944948460,81.0
12.958078742,84.0
12.971209025,74.0
12.984339308,77.0
12.997469590,86.0
13.010599873,75.0
13.023730156,73.0
13.036860438,61.0
13.049990721,67.0
13.063121004,87.0
13.076251286,69.0
13.089381569,72.0
13.102511852,73.0
13.115642135,76.0
13.128772417,69.0
13.141902700,76.0
13.155032983,68.0
13.168163265,59.0
13.181293548,72.0
13.194423831,85.0
13.207554113,82.0
13.220684396,64.0
13.233814679,61.0
13.246944961,53.0
13.260075244,86.0
